id,title,category,subcategory,keywords
J0370,Customs Broker,Transportation & Logistics,Core role,transportation & logistics
J0371,Import Export Specialist,Transportation & Logistics,Core role,transportation & logistics
J0372,Traffic Engineer,Transportation & Logistics,Core role,transportation & logistics
J0373,Architect,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0374,Interior Designer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0375,Urban Designer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0376,Landscape Designer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0377,Real Estate Developer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0378,Property Manager,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0379,Appraiser,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0380,Home Inspector,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0381,Civil Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0382,Structural Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0383,Mechanical Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0384,Electrical Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0385,Environmental Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0386,Chemical Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0387,Biomedical Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0388,Aerospace Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0389,Mining Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0390,Petroleum Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0391,Industrial Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0392,Process Engineer,"Architecture, Engineering & Real Estate",Core role,"architecture, engineering & real estate"
J0393,Social Worker,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0394,Youth Worker,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0395,Case Manager,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0396,Community Organizer,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0397,Nonprofit Director,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0398,Grant Writer,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0399,Pastor,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0400,Imam,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0401,Chaplain,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0402,Religious Scholar,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0403,Philosophy Professor,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0404,Ethicist,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0405,Counsellor,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0406,Addictions Worker,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0407,Refugee Settlement Worker,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0408,Charity Program Manager,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0409,Volunteer Coordinator,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0410,Humanitarian Aid Worker,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0411,Peacebuilding Specialist,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0412,Crisis Line Worker,"Social Services, Religion & Nonprofit",Core role,"social services, religion & nonprofit"
J0413,Backend Infrastructure Engineer,Software & Data,Specific role,software & data
J0414,Frontend Design Engineer,Software & Data,Specific role,software & data
J0415,AI Product Engineer,Software & Data,Specific role,software & data
J0416,Data Visualization Developer,Software & Data,Specific role,software & data
J0417,Cybersecurity Incident Responder,Software & Data,Specific role,software & data
J0418,Cloud Security Engineer,Software & Data,Specific role,software & data
J0419,Game Tools Programmer,Software & Data,Specific role,software & data
J0420,Simulation Software Engineer,Software & Data,Specific role,software & data
